#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,36966,17221,2768.671774,32,5.144736,254,40.836341,239,38.424746,15,2.411595,15,2.411595,3,0.482319
305746,0.022475,240933,36800,18696,3103.933459,40,6.640850,223,37.022741,209,34.698443,11,1.826234,14,2.324298,1,0.166021
305747,0.023100,63059,8942,4213,2672.417894,5,3.171633,49,31.082003,48,30.447676,2,1.268653,1,0.634327,0,0.000000
305748,0.022500,61438,9403,4701,3060.646505,5,3.255314,50,32.553143,50,32.553143,1,0.651063,0,0.000000,0,0.000000
305749,0.022200,61041,9401,4887,3202.437706,7,4.587081,62,40.628430,60,39.317836,0,0.000000,2,1.310595,0,0.000000
305750,0.024111,60062,8500,4187,2788.451933,5,3.329892,53,35.296860,52,34.630881,3,1.997935,1,0.665978,0,0.000000
305751,0.022300,62092,8547,4086,2632.223153,5,3.221027,47,30.277653,44,28.345036,5,3.221027,3,1.932616,1,0.644205
305752,0.022200,61887,8752,4382,2832.258794,8,5.170714,61,39.426697,58,37.487679,8,5.170714,3,1.939018,0,0.000000
305753,0.021500,60433,8232,3961,2621.746397,5,3.309450,52,34.418281,51,33.756391,2,1.323780,1,0.661890,0,0.000000
305754,0.021600,61122,8461,4206,2752.527731,3,1.963287,58,37.956873,57,37.302444,4,2.617715,1,0.654429,0,0.000000
305755,0.021700,61475,8635,4263,2773.810492,11,7.157381,60,39.040260,57,37.088247,4,2.602684,3,1.952013,0,0.000000
305756,0.023471,113035,16934,8119,2873.092405,14,4.954218,131,46.357323,123,43.526341,2,0.707745,8,2.830982,0,0.000000
305757,0.021842,1717374,214242,102433,2385.805305,144,3.353958,1303,30.348660,1248,29.067635,41,0.954946,55,1.281026,4,0.093165
305758,0.002923,626302,11710,5641,360.273478,6,0.383202,67,4.279086,65,4.151352,2,0.127734,2,0.127734,0,0.000000
306126,0.041094,1521414,164274,43491,1143.436303,19,0.499535,238,6.257337,231,6.073298,17,0.446953,7,0.184039,0,0.000000
306139,0.085532,653362,143610,37964,2324.224549,12,0.734662,187,11.448477,182,11.142368,17,1.040771,5,0.306109,0,0.000000
306425,0.243153,17322,10360,2736,6317.977139,2,4.618404,11,25.401224,10,23.092022,0,0.000000,1,2.309202,0,0.000000
306432,0.018331,52426,2730,714,544.767863,0,0.000000,2,1.525960,2,1.525960,0,0.000000,0,0.000000,0,0.000000
306458,0.232209,689146,415471,109854,6376.239578,57,3.308443,582,33.780940,556,32.271826,34,1.973457,26,1.509114,2,0.116086
306459,0.219250,11327,6253,1644,5805.597246,0,0.000000,5,17.656926,5,17.656926,0,0.000000,0,0.000000,0,0.000000
