#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,3603,2502,402.254037,23,3.697779,58,9.324834,54,8.681742,14,2.250822,4,0.643092,2,0.321546
305746,0.022475,240933,3455,1948,323.409413,32,5.312680,54,8.965148,51,8.467084,11,1.826234,3,0.498064,1,0.166021
305747,0.023100,63059,870,587,372.349704,3,1.902980,16,10.149225,15,9.514899,2,1.268653,1,0.634327,0,0.000000
305748,0.022500,61438,819,358,233.080504,4,2.604251,15,9.765943,15,9.765943,0,0.000000,0,0.000000,0,0.000000
305749,0.022200,61041,843,377,247.047067,6,3.931784,17,11.140053,16,10.484756,0,0.000000,1,0.655297,0,0.000000
305750,0.024111,60062,820,574,382.271653,4,2.663914,13,8.657720,13,8.657720,3,1.997935,0,0.000000,0,0.000000
305751,0.022300,62092,787,565,363.976036,3,1.932616,10,6.442054,9,5.797848,3,1.932616,1,0.644205,0,0.000000
305752,0.022200,61887,830,601,388.449917,7,4.524375,20,12.926786,19,12.280447,6,3.878036,1,0.646339,0,0.000000
305753,0.021500,60433,795,564,373.305975,2,1.323780,14,9.266460,14,9.266460,2,1.323780,0,0.000000,0,0.000000
305754,0.021600,61122,859,597,390.694022,2,1.308858,10,6.544288,10,6.544288,5,3.272144,0,0.000000,0,0.000000
305755,0.021700,61475,815,569,370.231802,10,6.506710,15,9.760065,14,9.109394,2,1.301342,1,0.650671,0,0.000000
305756,0.023471,113035,1600,626,221.524307,10,3.538727,36,12.739417,35,12.385544,2,0.707745,1,0.353873,0,0.000000
305757,0.021842,1717374,19706,10070,234.544135,98,2.282555,354,8.245146,341,7.942359,39,0.908364,13,0.302788,2,0.046583
305758,0.002923,626302,934,619,39.533644,5,0.319335,13,0.830270,13,0.830270,3,0.191601,0,0.000000,0,0.000000
306029,0.275000,259155,4786,1315,202.967336,3,0.463043,108,16.669561,106,16.360865,8,1.234782,2,0.308696,1,0.154348
306091,0.381910,1782405,129805,35001,785.478048,175,3.927278,2864,64.272710,2835,63.621904,119,2.670549,29,0.650806,6,0.134650
306126,0.041094,1521414,12672,3441,90.468472,12,0.315496,295,7.755943,293,7.703360,14,0.368079,2,0.052583,0,0.000000
306139,0.085532,653362,11220,3053,186.910166,9,0.550996,236,14.448346,235,14.387124,18,1.101992,1,0.061222,0,0.000000
306425,0.243153,986696,47482,12890,522.552032,66,2.675596,1025,41.552819,1015,41.147425,53,2.148585,10,0.405393,2,0.081079
306432,0.018331,1416543,5393,1472,41.565981,5,0.141189,94,2.654349,94,2.654349,3,0.084713,0,0.000000,0,0.000000
306458,0.232209,689146,32438,8706,505.321079,43,2.495843,674,39.120883,667,38.714583,35,2.031500,7,0.406300,2,0.116086
306459,0.219250,11327,461,153,540.301933,0,0.000000,11,38.845237,11,38.845237,0,0.000000,0,0.000000,0,0.000000
